type,queue,priority,language,tag_1,tag_2,tag_3,tag_4,text_preview
Incident,Technical Support,high,en,Technical,Outage,Bug,Dashboard,problem with the analytics dashboard the data analytics dashboard has stopped working it could be du
Problem,Customer Service,low,de,Technical,Analysis,Reporting,DataStream,verzögerte investitionsanalysen unerwartet ich bemerke fehlende investitionsberichte dieses problem 
Change,Product Support,medium,en,Feedback,Customer,Tech Support,,progress of brand customer assistance needed
Incident,Technical Support,medium,de,Bug,Performance,Feedback,Documentation,hilfe bei digitalen kampagnen wir haben einen merklichen rückgang unserer engagement metriken bei di
Incident,Service Outages and Maintenance,low,de,Technical,Bug,Software,Update,probleme mit den datenanalyse tools möglicherweise durch software updates verursacht es besteht die 
Incident,Customer Service,medium,en,Security,Outage,IT,Tech Support,attention needed for a data breach identified in the hospital s system
Request,Customer Service,medium,de,Feature,Performance,Documentation,Feedback,optimization of investments using knime analytics could you provide more details on optimizing inves
Incident,Technical Support,high,en,Technical,Dashboard,Database,Connectivity,problem with dashboard not loading recently the dashboard has stopped loading it might be related to
Incident,Technical Support,low,de,Technical,Bug,Documentation,Guidance,support request for web analytics tool i am writing to report a malfunction in the web analytics too
Incident,Technical Support,medium,en,Bug,Performance,IT,Tech Support,problem with today s uploads in pdffiller we are facing difficulties in uploading project files to p
Incident,Product Support,medium,de,Security,Network,Virus,IT,anfrage zur unterstützung bei einer sicherheitsverletzung eine sicherheitsverletzung in unserem medi
Incident,Technical Support,low,en,Technical,Bug,Crash,Documentation,problem detected with data analytics dashboard there is a sporadic freezing of the data analytics da
Incident,Technical Support,high,en,Bug,Crash,Performance,IT,adobe audition unexpectedly crashed today an unexpected system crash happened while using adobe audi
Incident,Technical Support,medium,en,Technical,Analytics,Website,Bug,problem with website analytics tracking code the tracking code for website analytics has ceased to f
Incident,Technical Support,medium,en,Bug,Performance,IT,Tech Support,problem with whatsapp desktop experienced technical difficulties during the whatsapp desktop marketi
Request,Technical Support,medium,en,Technical,Security,Encryption,Database,encryption techniques for medical data in oracle database 19c i am contacting you to seek details on
Problem,Technical Support,high,en,Technical,Bug,Hardware,Crash,problem with unstable data presentation unstable data presentation happened because of inadequate ra
Incident,Technical Support,medium,de,Technical,Customer,Bug,Product,probleme mit dem data analytics system sehr geehrte kundenservice ich schreibe um einen fehler mit d
Request,Billing and Payments,high,en,Feature,Feedback,IT,Tech Support,enhancing data analytics services seeking assistance to optimize data analytics investment strategie
Problem,Technical Support,high,en,Security,IT,Tech Support,Outage,support concerning security breach noted unauthorized access attempts on medical data systems due to
Incident,Customer Service,medium,en,Bug,Performance,IT,Tech Support,problems with integrations currently facing integration challenges across various platforms such as 
Problem,Customer Service,low,en,Security,IT,Tech Support,Maintenance,potential data breach in medical records system there is a potential data breach that has compromise
Incident,Service Outages and Maintenance,high,en,Outage,Disruption,Performance,IT,support inquiry for project access multiple users are experiencing difficulties in accessing the pro
Request,Customer Service,high,en,Feedback,Sales,IT,Tech Support,request for data analytics services information could you provide details on the data analytics serv
Incident,Customer Service,high,en,Outage,Bug,Network,Disruption,assistance with website website traffic decreased suddenly following an algorithm update or ad probl
Problem,Technical Support,medium,en,Bug,Hardware,Performance,IT,issues with project management software updates the project management software is crashing on multi
Request,Customer Service,low,en,Feature,Documentation,Feedback,IT,request for information on notion integration could you provide details on integrating notion projec
Incident,Technical Support,low,en,Crash,Hardware,Support,Issue,support for macbook air my macbook air experienced a crash while running elasticsearch because of in
Problem,Technical Support,medium,en,Technical,Bug,Integration,Problem,digital signatures syncing issues hello customer support i am encountering problems with digital sig
Request,Customer Service,medium,de,Security,Breach,Feedback,IT,robuste sicherheitsmaßnahmen für datensicherheit in krankenhäusern liebe kundenservice wir sind beso
Request,IT Support,low,en,Documentation,Technical,Guidance,Product,docker integration guide i would like to request information on the documentation for integrating do
Request,Customer Service,low,de,Backup,Security,Documentation,IT,sicherung medizinischer daten in wordpress krankenhausbetrieben sehr geehrte kundensupport ich bitte
Incident,Technical Support,high,en,Technical,Bug,Security,Crash,medical data encryption sudden failure today the encryption process has suddenly stopped working
Request,Customer Service,high,de,Feature,Documentation,IT,Tech Support,optimierung finanzieller analysen mit oracle database 19c ich schreibe um tiefergehende erkenntnisse
Request,Customer Service,medium,de,Customer,Product,Integration,Nuendo,anfrage nach unterstützung für nuendo welche möglichkeiten gibt es für die integration von nuendo
Problem,Technical Support,high,de,Bug,Performance,Feature,IT,unterstützung bei problemen mit datenunstimmigkeiten es gibt datenunstimmigkeiten in den investition
Request,Product Support,medium,de,Feedback,Product,Feature,Sales,question about data analytics solutions would you mind providing more details on data analytics solu
Request,Product Support,high,de,Customer,Training,Documentation,Guidance,unterstützung bei kenntnisserlangung zu datenaufbereitungs tools sehr geehrte kundenservice team ich
Incident,Technical Support,high,en,Outage,Bug,Technical,Documentation,data lost following dokumentenscanner integration dear customer support n ni encountered data loss a
Problem,Product Support,medium,de,Bug,Security,IT,Tech Support,warnung über möglichen datenverlust im it system des krankenhauses ein potenzielles datenverlust sze
Incident,Product Support,low,en,Technical,Customer,Hardware,Network,problem description to the support team here is a brief description of the issue what happened medic
Request,Billing and Payments,low,de,Billing,Payment,Promotion,Inquiry,frage zu zahlungsmöglichkeiten für jahresabonnements sehr geehrte kundenservice team ich schreibe ih
Request,Billing and Payments,medium,en,Security,Protocol,Medical,Encryption,security protocols for medical data storage and transmission dear customer support i am contacting y
Change,Returns and Exchanges,high,de,Performance,Product,Feature,Feedback,evaluate investment strategies i need assistance in analyzing and optimizing investment strategies t
Problem,Returns and Exchanges,low,en,Customer,Campaign,Feedback,Resolution,support for campaigns issue dear customer support i am contacting you to report that our digital cam
